"NGA","PolID","Time","uniq","Dupl","Pastor"
"Cambodian Basin","KhMekIA",-500,"y","n",0
"Cambodian Basin","KhMekIA",-400,"n","n",0
"Cambodian Basin","KhMekIA",-300,"n","n",0
"Cambodian Basin","KhMekIA",-200,"n","n",0
"Cambodian Basin","KhMekIA",-100,"n","n",0
"Cambodian Basin","KhMekIA",0,"n","n",0
"Cambodian Basin","KhMekIA",100,"n","n",0
"Cambodian Basin","KhMekIA",200,"n","n",0
"Cambodian Basin","KhFunaE",300,"y","n",0
"Cambodian Basin","KhFunaE",400,"n","n",0
"Cambodian Basin","KhFunaE",500,"n","n",0
"Cambodian Basin","KhFunaL",600,"y","n",0
"Cambodian Basin","KhChenl",700,"y","n",0
"Cambodian Basin","KhChenl",800,"n","n",0
"Cambodian Basin","KhAngkE",900,"y","n",0
"Cambodian Basin","KhAngkE",1000,"y","n",0
"Cambodian Basin","KhAngkC",1100,"y","n",0
"Cambodian Basin","KhAngkC",1200,"y","n",0
"Cambodian Basin","KhAngkL",1300,"y","n",0
"Cambodian Basin","KhAngkL",1400,"y","n",0
"Cambodian Basin","KhCambd",1500,"y","n",0
"Cambodian Basin","ThAyuth",1600,"y","n",0
"Cambodian Basin","ThAyuth",1700,"y","n",0
"Cambodian Basin","ThRattn",1800,"y","n",0
"Central Java","IdCJBun",-400,"y","n",2
"Central Java","IdCJBun",-300,"y","n",2
"Central Java","IdCJBun",-200,"y","n",2
"Central Java","IdCJBun",-100,"n","n",2
"Central Java","IdCJBun",0,"n","n",2
"Central Java","IdCJBun",100,"n","n",2
"Central Java","IdCJBun",200,"y","n",2
"Central Java","IdCJBun",300,"n","n",2
"Central Java","IdCJBun",400,"n","n",2
"Central Java","IdKalin",500,"y","n",3
"Central Java","IdKalin",600,"n","n",3
"Central Java","IdKalin",700,"y","n",3
"Central Java","IdMedng",800,"y","n",3
"Central Java","IdMedng",900,"y","n",3
"Central Java","IdMedng",1000,"n","n",3
"Central Java","IdKedir",1100,"y","n",3
"Central Java","IdKedir",1200,"y","n",3
"Central Java","IdMajap",1300,"y","n",3
"Central Java","IdMajap",1400,"n","n",3
"Central Java","IdMajap",1500,"n","n",3
"Central Java","IdMatrm",1600,"y","n",3
"Central Java","IdMatrm",1700,"n","n",3
"Kapuasi Basin","IdBrokE",1700,"y","n",3
"Kapuasi Basin","IdBrokE",1800,"n","n",3
"Kapuasi Basin","IdBrokL",1900,"y","n",3
"Middle Yellow River Valley","CnPeili",-7000,"y","n",0
"Middle Yellow River Valley","CnPeili",-6900,"n","n",0
"Middle Yellow River Valley","CnPeili",-6800,"n","n",0
"Middle Yellow River Valley","CnPeili",-6700,"n","n",0
"Middle Yellow River Valley","CnPeili",-6600,"n","n",0
"Middle Yellow River Valley","CnPeili",-6500,"n","n",0
"Middle Yellow River Valley","CnPeili",-6400,"n","n",0
"Middle Yellow River Valley","CnPeili",-6300,"n","n",0
"Middle Yellow River Valley","CnPeili",-6200,"n","n",0
"Middle Yellow River Valley","CnPeili",-6100,"n","n",0
"Middle Yellow River Valley","CnPeili",-6000,"n","n",0
"Middle Yellow River Valley","CnPeili",-5900,"n","n",0
"Middle Yellow River Valley","CnPeili",-5800,"n","n",0
"Middle Yellow River Valley","CnPeili",-5700,"n","n",0
"Middle Yellow River Valley","CnPeili",-5600,"n","n",0
"Middle Yellow River Valley","CnPeili",-5500,"n","n",0
"Middle Yellow River Valley","CnPeili",-5400,"n","n",0
"Middle Yellow River Valley","CnPeili",-5300,"n","n",0
"Middle Yellow River Valley","CnPeili",-5200,"n","n",0
"Middle Yellow River Valley","CnPeili",-5100,"n","n",0
"Middle Yellow River Valley","CnYngsh",-5000,"y","n",0
"Middle Yellow River Valley","CnYngsh",-4900,"n","n",0
"Middle Yellow River Valley","CnYngsh",-4800,"n","n",0
"Middle Yellow River Valley","CnYngsh",-4700,"n","n",0
"Middle Yellow River Valley","CnYngsh",-4600,"n","n",0
"Middle Yellow River Valley","CnYngsh",-4500,"n","n",0
"Middle Yellow River Valley","CnYngsh",-4400,"n","n",0
"Middle Yellow River Valley","CnYngsh",-4300,"n","n",0
"Middle Yellow River Valley","CnYngsh",-4200,"n","n",0
"Middle Yellow River Valley","CnYngsh",-4100,"n","n",0
"Middle Yellow River Valley","CnYngsh",-4000,"n","n",0
"Middle Yellow River Valley","CnYngsh",-3900,"n","n",0
"Middle Yellow River Valley","CnYngsh",-3800,"n","n",0
"Middle Yellow River Valley","CnYngsh",-3700,"n","n",0
"Middle Yellow River Valley","CnYngsh",-3600,"n","n",0
"Middle Yellow River Valley","CnYngsh",-3500,"n","n",0
"Middle Yellow River Valley","CnYngsh",-3400,"n","n",0
"Middle Yellow River Valley","CnYngsh",-3300,"n","n",0
"Middle Yellow River Valley","CnYngsh",-3200,"n","n",0
"Middle Yellow River Valley","CnYngsh",-3100,"n","n",0
"Middle Yellow River Valley","CnLngsh",-3000,"y","n",2
"Middle Yellow River Valley","CnLngsh",-2900,"n","n",2
"Middle Yellow River Valley","CnLngsh",-2800,"n","n",2
"Middle Yellow River Valley","CnLngsh",-2700,"n","n",2
"Middle Yellow River Valley","CnLngsh",-2600,"y","n",2
"Middle Yellow River Valley","CnLngsh",-2500,"n","n",2
"Middle Yellow River Valley","CnLngsh",-2400,"n","n",2
"Middle Yellow River Valley","CnLngsh",-2300,"n","n",2
"Middle Yellow River Valley","CnLngsh",-2200,"n","n",2
"Middle Yellow River Valley","CnLngsh",-2100,"n","n",2
"Middle Yellow River Valley","CnLngsh",-2000,"n","n",2
"Middle Yellow River Valley","CnLngsh",-1900,"n","n",2
"Middle Yellow River Valley","CnErlit",-1800,"y","n",2
"Middle Yellow River Valley","CnErlit",-1700,"y","n",2
"Middle Yellow River Valley","CnErlig",-1600,"y","n",2
"Middle Yellow River Valley","CnErlig",-1500,"n","n",2
"Middle Yellow River Valley","CnErlig",-1400,"n","n",2
"Middle Yellow River Valley","CnErlig",-1300,"n","n",2
"Middle Yellow River Valley","CnShang",-1200,"y","n",2
"Middle Yellow River Valley","CnShang",-1100,"n","n",2
"Middle Yellow River Valley","CnWZhou",-1000,"y","n",2
"Middle Yellow River Valley","CnWZhou",-900,"y","n",2
"Middle Yellow River Valley","CnWZhou",-800,"n","n",2
"Middle Yellow River Valley","CnJinSA",-700,"y","n",2
"Middle Yellow River Valley","CnJinSA",-600,"n","n",2
"Middle Yellow River Valley","CnJinSA",-500,"n","n",2
"Middle Yellow River Valley","CnWeiWS",-400,"y","n",2
"Middle Yellow River Valley","CnWeiWS",-300,"n","n",2
"Middle Yellow River Valley","CnWHan*",-200,"y","n",2
"Middle Yellow River Valley","CnWHan*",-100,"y","n",2
"Middle Yellow River Valley","CnWHan*",0,"y","n",2
"Middle Yellow River Valley","CnEHan*",100,"y","n",2
"Middle Yellow River Valley","CnEHan*",200,"y","n",2
"Middle Yellow River Valley","CnErJin",300,"y","n",2
"Middle Yellow River Valley","CnNWei*",400,"y","n",2
"Middle Yellow River Valley","CnNWei*",500,"y","n",2
"Middle Yellow River Valley","CnSui**",600,"y","n",2
"Middle Yellow River Valley","CnTangE",700,"y","n",2
"Middle Yellow River Valley","CnTangL",800,"y","n",2
"Middle Yellow River Valley","CnTangL",900,"y","n",2
"Middle Yellow River Valley","CnNSong",1000,"y","n",2
"Middle Yellow River Valley","CnNSong",1100,"y","n",2
"Middle Yellow River Valley","CnLrJin",1200,"y","n",2
"Middle Yellow River Valley","CnYuan*",1300,"y","n",2
"Middle Yellow River Valley","CnMing*",1400,"y","n",2
"Middle Yellow River Valley","CnMing*",1500,"y","n",2
"Middle Yellow River Valley","CnMing*",1600,"y","n",2
"Middle Yellow River Valley","CnQingE",1700,"y","n",2
"Middle Yellow River Valley","CnQingL",1800,"y","n",2
"Middle Yellow River Valley","CnQingL",1900,"y","n",2
"Kansai","JpJomo1",-13600,"y","n",NA
"Kansai","JpJomo1",-13500,"n","n",NA
"Kansai","JpJomo1",-13400,"n","n",NA
"Kansai","JpJomo1",-13300,"n","n",NA
"Kansai","JpJomo1",-13200,"n","n",NA
"Kansai","JpJomo1",-13100,"n","n",NA
"Kansai","JpJomo1",-13000,"n","n",NA
"Kansai","JpJomo1",-12900,"n","n",NA
"Kansai","JpJomo1",-12800,"n","n",NA
"Kansai","JpJomo1",-12700,"n","n",NA
"Kansai","JpJomo1",-12600,"n","n",NA
"Kansai","JpJomo1",-12500,"n","n",NA
"Kansai","JpJomo1",-12400,"n","n",NA
"Kansai","JpJomo1",-12300,"n","n",NA
"Kansai","JpJomo1",-12200,"n","n",NA
"Kansai","JpJomo1",-12100,"n","n",NA
"Kansai","JpJomo1",-12000,"n","n",NA
"Kansai","JpJomo1",-11900,"n","n",NA
"Kansai","JpJomo1",-11800,"n","n",NA
"Kansai","JpJomo1",-11700,"n","n",NA
"Kansai","JpJomo1",-11600,"n","n",NA
"Kansai","JpJomo1",-11500,"n","n",NA
"Kansai","JpJomo1",-11400,"n","n",NA
"Kansai","JpJomo1",-11300,"n","n",NA
"Kansai","JpJomo1",-11200,"n","n",NA
"Kansai","JpJomo1",-11100,"n","n",NA
"Kansai","JpJomo1",-11000,"n","n",NA
"Kansai","JpJomo1",-10900,"n","n",NA
"Kansai","JpJomo1",-10800,"n","n",NA
"Kansai","JpJomo1",-10700,"n","n",NA
"Kansai","JpJomo1",-10600,"n","n",NA
"Kansai","JpJomo1",-10500,"n","n",NA
"Kansai","JpJomo1",-10400,"n","n",NA
"Kansai","JpJomo1",-10300,"n","n",NA
"Kansai","JpJomo1",-10200,"n","n",NA
"Kansai","JpJomo1",-10100,"n","n",NA
"Kansai","JpJomo1",-10000,"n","n",0
"Kansai","JpJomo1",-9900,"n","n",0
"Kansai","JpJomo1",-9800,"n","n",0
"Kansai","JpJomo1",-9700,"n","n",0
"Kansai","JpJomo1",-9600,"n","n",0
"Kansai","JpJomo1",-9500,"n","n",0
"Kansai","JpJomo1",-9400,"n","n",0
"Kansai","JpJomo1",-9300,"n","n",0
"Kansai","JpJomo2",-9200,"y","n",0
"Kansai","JpJomo2",-9100,"n","n",0
"Kansai","JpJomo2",-9000,"n","n",0
"Kansai","JpJomo2",-8900,"n","n",0
"Kansai","JpJomo2",-8800,"n","n",0
"Kansai","JpJomo2",-8700,"n","n",0
"Kansai","JpJomo2",-8600,"n","n",0
"Kansai","JpJomo2",-8500,"n","n",0
"Kansai","JpJomo2",-8400,"n","n",0
"Kansai","JpJomo2",-8300,"n","n",0
"Kansai","JpJomo2",-8200,"n","n",0
"Kansai","JpJomo2",-8100,"n","n",0
"Kansai","JpJomo2",-8000,"n","n",0
"Kansai","JpJomo2",-7900,"n","n",0
"Kansai","JpJomo2",-7800,"n","n",0
"Kansai","JpJomo2",-7700,"n","n",0
"Kansai","JpJomo2",-7600,"n","n",0
"Kansai","JpJomo2",-7500,"n","n",0
"Kansai","JpJomo2",-7400,"n","n",0
"Kansai","JpJomo2",-7300,"n","n",0
"Kansai","JpJomo2",-7200,"n","n",0
"Kansai","JpJomo2",-7100,"n","n",0
"Kansai","JpJomo2",-7000,"n","n",0
"Kansai","JpJomo2",-6900,"n","n",0
"Kansai","JpJomo2",-6800,"n","n",0
"Kansai","JpJomo2",-6700,"n","n",0
"Kansai","JpJomo2",-6600,"n","n",0
"Kansai","JpJomo2",-6500,"n","n",0
"Kansai","JpJomo2",-6400,"n","n",0
"Kansai","JpJomo2",-6300,"n","n",0
"Kansai","JpJomo2",-6200,"n","n",0
"Kansai","JpJomo2",-6100,"n","n",0
"Kansai","JpJomo2",-6000,"n","n",0
"Kansai","JpJomo2",-5900,"n","n",0
"Kansai","JpJomo2",-5800,"n","n",0
"Kansai","JpJomo2",-5700,"n","n",0
"Kansai","JpJomo2",-5600,"n","n",0
"Kansai","JpJomo2",-5500,"n","n",0
"Kansai","JpJomo2",-5400,"n","n",0
"Kansai","JpJomo3",-5300,"y","n",0
"Kansai","JpJomo3",-5200,"n","n",0
"Kansai","JpJomo3",-5100,"n","n",0
"Kansai","JpJomo3",-5000,"n","n",0
"Kansai","JpJomo3",-4900,"n","n",0
"Kansai","JpJomo3",-4800,"n","n",0
"Kansai","JpJomo3",-4700,"n","n",0
"Kansai","JpJomo3",-4600,"n","n",0
"Kansai","JpJomo3",-4500,"n","n",0
"Kansai","JpJomo3",-4400,"n","n",0
"Kansai","JpJomo3",-4300,"n","n",0
"Kansai","JpJomo3",-4200,"n","n",0
"Kansai","JpJomo3",-4100,"n","n",0
"Kansai","JpJomo3",-4000,"n","n",0
"Kansai","JpJomo3",-3900,"n","n",0
"Kansai","JpJomo3",-3800,"n","n",0
"Kansai","JpJomo3",-3700,"n","n",0
"Kansai","JpJomo3",-3600,"n","n",0
"Kansai","JpJomo4",-3500,"y","n",0
"Kansai","JpJomo4",-3400,"n","n",0
"Kansai","JpJomo4",-3300,"n","n",0
"Kansai","JpJomo4",-3200,"n","n",0
"Kansai","JpJomo4",-3100,"n","n",0
"Kansai","JpJomo4",-3000,"n","n",0
"Kansai","JpJomo4",-2900,"n","n",0
"Kansai","JpJomo4",-2800,"n","n",0
"Kansai","JpJomo4",-2700,"n","n",0
"Kansai","JpJomo4",-2600,"n","n",0
"Kansai","JpJomo5",-2500,"y","n",0
"Kansai","JpJomo5",-2400,"n","n",0
"Kansai","JpJomo5",-2300,"n","n",0
"Kansai","JpJomo5",-2200,"n","n",0
"Kansai","JpJomo5",-2100,"n","n",0
"Kansai","JpJomo5",-2000,"n","n",0
"Kansai","JpJomo5",-1900,"n","n",0
"Kansai","JpJomo5",-1800,"n","n",0
"Kansai","JpJomo5",-1700,"n","n",0
"Kansai","JpJomo5",-1600,"n","n",0
"Kansai","JpJomo5",-1500,"n","n",0
"Kansai","JpJomo5",-1400,"n","n",0
"Kansai","JpJomo5",-1300,"n","n",0
"Kansai","JpJomo6",-1200,"y","n",0
"Kansai","JpJomo6",-1100,"n","n",0
"Kansai","JpJomo6",-1000,"n","n",0
"Kansai","JpJomo6",-900,"n","n",0
"Kansai","JpJomo6",-800,"n","n",0
"Kansai","JpJomo6",-700,"n","n",0
"Kansai","JpJomo6",-600,"n","n",0
"Kansai","JpJomo6",-500,"n","n",0
"Kansai","JpJomo6",-400,"n","n",0
"Kansai","JpYayoi",-300,"y","n",0
"Kansai","JpYayoi",-200,"n","n",0
"Kansai","JpYayoi",-100,"n","n",0
"Kansai","JpYayoi",0,"n","n",0
"Kansai","JpYayoi",100,"y","n",0
"Kansai","JpYayoi",200,"y","n",0
"Kansai","JpKofun",300,"y","n",0
"Kansai","JpKofun",400,"y","n",0
"Kansai","JpKofun",500,"y","n",0
"Kansai","JpAsuka",600,"y","n",0
"Kansai","JpAsuka",700,"y","n",0
"Kansai","JpNara*",800,"y","y",0
"Kansai","JpNara*",700,"y","y",0
"Kansai","JpHeian",800,"y","n",0
"Kansai","JpHeian",900,"y","n",0
"Kansai","JpHeian",1000,"y","n",0
"Kansai","JpHeian",1100,"y","n",0
"Kansai","JpKamak",1200,"y","n",0
"Kansai","JpKamak",1300,"y","n",0
"Kansai","JpAshik",1400,"y","n",0
"Kansai","JpSengk",1500,"y","n",0
"Kansai","JpAzMom",1600,"y","n",0
"Kansai","JpTokgw",1700,"y","n",0
"Kansai","JpTokgw",1800,"y","n",0
"Southern China Hills","CnHQngL",1800,"y","n",1
"Southern China Hills","CnHChin",1900,"y","n",1
"Big Island Hawaii","Hawaii1",1000,"y","n",0
"Big Island Hawaii","Hawaii1",1100,"n","n",0
"Big Island Hawaii","Hawaii2",1200,"y","n",0
"Big Island Hawaii","Hawaii2",1300,"y","n",0
"Big Island Hawaii","Hawaii2",1400,"y","n",0
"Big Island Hawaii","Hawaii2",1500,"y","n",0
"Big Island Hawaii","Hawaii2",1600,"y","n",0
"Big Island Hawaii","Hawaii3",1700,"y","n",0
"Big Island Hawaii","USKameh",1800,"y","n",2
"Oro PNG","PgOrokE",1800,"y","n",0
"Oro PNG","PgOrokL",1900,"y","n",0
"Chuuk Islands","FmTrukE",1800,"y","n",0
"Chuuk Islands","FmTrukL",1900,"y","n",0
"Valley of Oaxaca","MxTieLa",-1400,"y","n",0
"Valley of Oaxaca","MxTieLa",-1300,"n","n",0
"Valley of Oaxaca","MxTieLa",-1200,"n","n",0
"Valley of Oaxaca","MxSanGu",-1100,"y","n",0
"Valley of Oaxaca","MxSanGu",-1000,"n","n",0
"Valley of Oaxaca","MxSanGu",-900,"n","n",0
"Valley of Oaxaca","MxSanGu",-800,"n","n",0
"Valley of Oaxaca","MxRosar",-700,"y","n",0
"Valley of Oaxaca","MxRosar",-600,"n","n",0
"Valley of Oaxaca","MxAlb1E",-500,"y","n",0
"Valley of Oaxaca","MxAlb1E",-400,"y","n",0
"Valley of Oaxaca","MxAlb1L",-300,"y","n",0
"Valley of Oaxaca","MxAlb1L",-200,"n","n",0
"Valley of Oaxaca","MxAlb2*",-100,"y","n",0
"Valley of Oaxaca","MxAlb2*",0,"n","n",0
"Valley of Oaxaca","MxAlb2*",100,"n","n",0
"Valley of Oaxaca","MxAlb3A",200,"y","n",0
"Valley of Oaxaca","MxAlb3A",300,"n","n",0
"Valley of Oaxaca","MxAlb3A",400,"n","n",0
"Valley of Oaxaca","MxAlb3B",500,"y","n",0
"Valley of Oaxaca","MxAlb3B",600,"n","n",0
"Valley of Oaxaca","MxAlb3B",700,"n","n",0
"Valley of Oaxaca","MxAlb3B",800,"y","n",0
"Valley of Oaxaca","MxAlb5*",900,"y","n",0
"Valley of Oaxaca","MxAlb5*",1000,"n","n",0
"Valley of Oaxaca","MxAlb5*",1100,"n","n",0
"Valley of Oaxaca","MxAlb5*",1200,"n","n",0
"Valley of Oaxaca","MxAlb5*",1300,"n","n",0
"Valley of Oaxaca","MxAlb5*",1400,"n","n",0
"Valley of Oaxaca","MxAlb5*",1500,"n","n",0
"Valley of Oaxaca","EsHabsb",1600,"y","y",0
"Valley of Oaxaca","EsHabsb",1700,"n","y",2
"Basin of Mexico","MxArch*",-6000,"y","n",0
"Basin of Mexico","MxArch*",-5900,"n","n",0
"Basin of Mexico","MxArch*",-5800,"n","n",0
"Basin of Mexico","MxArch*",-5700,"n","n",0
"Basin of Mexico","MxArch*",-5600,"n","n",0
"Basin of Mexico","MxArch*",-5500,"n","n",0
"Basin of Mexico","MxArch*",-5400,"n","n",0
"Basin of Mexico","MxArch*",-5300,"n","n",0
"Basin of Mexico","MxArch*",-5200,"n","n",0
"Basin of Mexico","MxArch*",-5100,"n","n",0
"Basin of Mexico","MxArch*",-5000,"n","n",0
"Basin of Mexico","MxArch*",-4900,"n","n",0
"Basin of Mexico","MxArch*",-4800,"n","n",0
"Basin of Mexico","MxArch*",-4700,"n","n",0
"Basin of Mexico","MxArch*",-4600,"n","n",0
"Basin of Mexico","MxArch*",-4500,"n","n",0
"Basin of Mexico","MxArch*",-4400,"n","n",0
"Basin of Mexico","MxArch*",-4300,"n","n",0
"Basin of Mexico","MxArch*",-4200,"n","n",0
"Basin of Mexico","MxArch*",-4100,"n","n",0
"Basin of Mexico","MxArch*",-4000,"y","n",0
"Basin of Mexico","MxArch*",-3900,"n","n",0
"Basin of Mexico","MxArch*",-3800,"n","n",0
"Basin of Mexico","MxArch*",-3700,"n","n",0
"Basin of Mexico","MxArch*",-3600,"n","n",0
"Basin of Mexico","MxArch*",-3500,"n","n",0
"Basin of Mexico","MxArch*",-3400,"n","n",0
"Basin of Mexico","MxArch*",-3300,"n","n",0
"Basin of Mexico","MxArch*",-3200,"n","n",0
"Basin of Mexico","MxArch*",-3100,"n","n",0
"Basin of Mexico","MxArch*",-3000,"n","n",0
"Basin of Mexico","MxArch*",-2900,"n","n",0
"Basin of Mexico","MxArch*",-2800,"n","n",0
"Basin of Mexico","MxArch*",-2700,"n","n",0
"Basin of Mexico","MxArch*",-2600,"n","n",0
"Basin of Mexico","MxArch*",-2500,"n","n",0
"Basin of Mexico","MxArch*",-2400,"n","n",0
"Basin of Mexico","MxArch*",-2300,"n","n",0
"Basin of Mexico","MxArch*",-2200,"n","n",0
"Basin of Mexico","MxArch*",-2100,"n","n",0
"Basin of Mexico","MxInitl",-2000,"y","n",0
"Basin of Mexico","MxInitl",-1900,"n","n",0
"Basin of Mexico","MxInitl",-1800,"n","n",0
"Basin of Mexico","MxInitl",-1700,"n","n",0
"Basin of Mexico","MxInitl",-1600,"n","n",0
"Basin of Mexico","MxInitl",-1500,"n","n",0
"Basin of Mexico","MxInitl",-1400,"y","n",0
"Basin of Mexico","MxInitl",-1300,"n","n",0
"Basin of Mexico","MxFormE",-1200,"y","n",0
"Basin of Mexico","MxFormE",-1100,"n","n",0
"Basin of Mexico","MxFormE",-1000,"n","n",0
"Basin of Mexico","MxFormE",-900,"y","n",0
"Basin of Mexico","MxFormM",-800,"y","n",0
"Basin of Mexico","MxFormM",-700,"n","n",0
"Basin of Mexico","MxFormM",-600,"n","n",0
"Basin of Mexico","MxFormM",-500,"n","n",0
"Basin of Mexico","MxFormL",-400,"y","n",0
"Basin of Mexico","MxFormL",-300,"y","n",0
"Basin of Mexico","MxFormL",-200,"n","n",0
"Basin of Mexico","MxFormT",-100,"y","n",0
"Basin of Mexico","MxFormT",0,"y","n",0
"Basin of Mexico","MxClass",100,"y","n",0
"Basin of Mexico","MxClass",200,"n","n",0
"Basin of Mexico","MxClass",300,"n","n",0
"Basin of Mexico","MxClass",400,"n","n",0
"Basin of Mexico","MxClass",500,"n","n",0
"Basin of Mexico","MxClass",600,"n","n",0
"Basin of Mexico","MxEpicl",700,"y","n",0
"Basin of Mexico","MxEpicl",800,"n","n",0
"Basin of Mexico","MxToltc",900,"y","n",0
"Basin of Mexico","MxToltc",1000,"n","n",0
"Basin of Mexico","MxToltc",1100,"n","n",0
"Basin of Mexico","MxPostM",1200,"y","n",0
"Basin of Mexico","MxPostM",1300,"y","n",0
"Basin of Mexico","MxPostM",1400,"n","n",0
"Basin of Mexico","MxAztec",1500,"y","n",0
"Cahokia","USMisEW",-600,"y","n",0
"Cahokia","USMisEW",-500,"n","n",0
"Cahokia","USMisEW",-400,"n","n",0
"Cahokia","USMisEW",-300,"n","n",0
"Cahokia","USMisEW",-200,"n","n",0
"Cahokia","USMisMW",-100,"y","n",0
"Cahokia","USMisMW",0,"n","n",0
"Cahokia","USMisMW",100,"n","n",0
"Cahokia","USMisMW",200,"n","n",0
"Cahokia","USMisRo",300,"y","n",0
"Cahokia","USMisRo",400,"n","n",0
"Cahokia","USMisMu",500,"y","n",0
"Cahokia","USMisPa",600,"y","n",0
"Cahokia","USMisPa",700,"n","n",0
"Cahokia","USMisSp",800,"y","n",0
"Cahokia","USMisME",900,"y","n",0
"Cahokia","USMisME",1000,"n","n",0
"Cahokia","USCahoE",1100,"y","n",0
"Cahokia","USCahoL",1200,"y","n",0
"Cahokia","USMisSd",1300,"y","n",0
"Cahokia","USOneot",1400,"y","n",0
"Cahokia","USOneot",1500,"n","n",0
"Cahokia","USOneot",1600,"y","n",0
"Cahokia","USIllin",1700,"y","n",1
"Finger Lakes","UsIroqP",1300,"y","n",0
"Finger Lakes","UsIroqP",1400,"n","n",0
"Finger Lakes","UsIroqP",1500,"n","n",0
"Finger Lakes","UsIroqE",1600,"y","n",0
"Finger Lakes","UsIroqE",1700,"y","n",1
"Finger Lakes","UsIroqL",1800,"y","n",1
"Cuzco","PeCuzLF",100,"y","n",3
"Cuzco","PeCuzE1",200,"y","n",3
"Cuzco","PeCuzE1",300,"n","n",3
"Cuzco","PeCuzE1",400,"y","n",3
"Cuzco","PeCuzE2",500,"y","n",3
"Cuzco","PeCuzE2",600,"n","n",3
"Cuzco","PeWari*",700,"y","n",3
"Cuzco","PeWari*",800,"n","n",3
"Cuzco","PeWari*",900,"n","n",3
"Cuzco","PeCuzL1",1000,"y","n",3
"Cuzco","PeCuzL1",1100,"n","n",3
"Cuzco","PeCuzL1",1200,"n","n",3
"Cuzco","PeCuzL2",1300,"y","n",3
"Cuzco","PeInca*",1400,"y","n",3
"Cuzco","PeInca*",1500,"y","n",3
"Cuzco","EsHabsb",1600,"y","n",3
"Cuzco","EsHabsb",1700,"y","n",3
"North Colombia","CoNahua",300,"y","n",2
"North Colombia","CoNahua",400,"n","n",2
"North Colombia","CoNahua",500,"n","n",2
"North Colombia","CoNahua",600,"y","n",2
"North Colombia","CoNahua",700,"y","n",2
"North Colombia","CoNahua",800,"y","n",2
"North Colombia","CoNahua",900,"n","n",2
"North Colombia","CoNahua",1000,"n","n",2
"North Colombia","CoTairo",1100,"y","n",2
"North Colombia","CoTairo",1200,"y","n",2
"North Colombia","CoTairo",1300,"n","n",2
"North Colombia","CoTairo",1400,"y","n",2
"North Colombia","CoTairo",1500,"y","n",2
"Lowland Andes","EcJivaE",1600,"y","n",0
"Lowland Andes","EcJivaE",1700,"y","n",1
"Lowland Andes","EcJivaE",1800,"n","n",2
"Lowland Andes","EcJivaL",1900,"y","n",2
